"tid","s1","s2","s3","s4","s5","thematicheading"
"2622","BB","06","h","09",,"Deliberative/legislative/administrative assembly"
"2623","BB","06","h","09","a","Council of state"
"2624","BB","06","h","09","b","Governing/legislative body of a nation/community"
"2625","BB","06","h","09","c","Local government body"
"2626","BB","06","i",,,"Territorial jurisdiction/areas subject to"
"2627","BB","06","i","01",,"Territory under a governor/official"
"2628","BB","06","i","02",,"An administrative division of territory"
"2629","BB","06","j",,,"A/the state"
"2630","BB","06","k",,,"Politics"
"2631","BB","06","k","01",,"Politician"
"2632","BB","06","k","02",,"Discreditable political activity"
"2633","BB","06","k","03",,"Party politics"
"2634","BB","06","k","03","a","A party"
"2635","BB","06","k","03","b","Groups/attitudes right to left"
"2636","BB","06","k","04",,"Political philosophy"
"2637","BB","06","k","04","q","Socialism"
"2638","BB","06","k","04","b","Communism"
"2639","BB","06","k","04","c","Fascism"
"2640","BB","06","k","04","d","Nazism"
"2641","BB","06","k","04","e","Principles of/attachment to types of government"
"2642","BB","06","k","05",,"British politics"
"2643","BB","06","k","05","a","British party politics"
"2644","BB","06","k","06",,"Irish politics"
"2645","BB","06","k","07",,"American politics"
"2646","BB","06","k","08",,"French politics"
"2647","BB","06","k","09",,"German politics"
"2648","BB","06","k","10",,"Italian politics"
"2649","BB","06","k","11",,"Spanish politics"
"2650","BB","06","k","12",,"Russian politics"
"2651","BB","06","k","13",,"Politics in India and Far East"
"2652","BB","06","k","14",,"Arab and Middle East politics"
"2653","BB","06","k","15",,"African politics"
"2654","BB","06","k","16",,"Central and South American politics"
"2655","BB","06","k","17",,"International politics/relations"
"2656","BB","06","k","17","a","Diplomacy"
"2657","BB","06","k","17","b","International agreements"
"2658","BB","07",,,,"Office"
"2659","BB","07","a",,,"Holder of office"
"2660","BB","07","a","01",,"Official of royal/great household"
"2661","BB","07","a","02",,"High officials of state"
"2662","BB","07","a","03",,"Public officials"
"2663","BB","07","a","04",,"Ceremonial officials"
"2664","BB","07","a","05",,"Magistrate"
"2665","BB","07","a","06",,"Other municipal officials"
"2666","BB","07","a","07",,"Parish official"
"2667","BB","07","a","08",,"Roman magistrates and officials"
"2668","BB","07","b",,,"Accession/entering upon office/authority"
"2669","BB","07","c",,,"Withdrawing from/vacating office"
"2670","BB","07","d",,,"Appointment to office"
"2671","BB","07","d","01",,"Choosing/fact of being chosen for office"
"2672","BB","07","d","01","a","Election of representative body by vote"
"2673","BB","07","e",,,"Removal from office/authority"
"2674","BB","07","f",,,"Symbol of office/authority"
"2675","BB","08",,,,"Exercise of authority"
"2676","BB","08","a",,,"Investing with delegated authority"
"2677","BB","08","b",,,"Action/function of a delegate/deputy"
"2678","BB","08","c",,,"One having delegated/derived authority"
"2679","BB","09",,,,"Subjection"
"2680","BB","09","a",,,"Subjecting/subjugation"
"2681","BB","09","b",,,"Service"
"2682","BB","09","b","01",,"Servant"
"2683","BB","09","b","01","a","Personal/domestic servant"
"2684","BB","09","b","01","b","Retainer/follower"
"2685","BB","09","b","02",,"Feudal service"
"2686","BB","09","c",,,"Slavery/bondage"
"2687","BB","09","d",,,"Obedience"
"2688","BB","09","d","01",,"Manageability"
"2689","BB","09","d","02",,"Submissiveness"
"2690","BB","09","d","02","a","Submission"
"2691","BB","09","d","03",,"Compulsion"
"2692","BB","09","e",,,"Restraint/restraining"
"2693","BB","09","e","01",,"Restraint depriving of liberty"
"2694","BB","09","e","01","a","Confinement"
"2695","BB","09","e","01","b","Binding/fettering"
"2696","BB","09","e","02",,"Restriction/limitation"
"2697","BB","09","f",,,"Prohibition"
"2698","BB","10",,,,"Lack of subjection"
"2699","BB","10","a",,,"Unruliness"
"2700","BB","10","a","01",,"Disorder/riot"
"2701","BB","10","a","02",,"Political unrest"
"2702","BB","10","b",,,"Rebelliousness"
"2703","BB","10","b","01",,"Political disaffection"
"2704","BB","10","b","02",,"Militancy"
"2705","BB","10","b","02","a","Terrorism"
"2706","BB","10","b","03",,"Mutiny"
"2707","BB","10","b","04",,"Insurrection"
"2708","BB","10","b","05",,"Revolution"
"2709","BB","10","b","06",,"Sedition"
"2710","BB","10","c",,,"Freedom/liberty"
"2711","BB","10","c","01",,"Independence"
"2712","BB","10","c","02",,"Freedom of action/from restraint"
"2713","BB","10","c","03",,"Liberation"
"2714","BB","10","d",,,"Permission"
"2715","BB","11",,,,"Lack of power/authority"
"2716","BB","12",,,,"Punishment"
"2717","BB","12","a",,,"Retributive punishment"
"2718","BB","12","b",,,"Corporal punishment"
"2719","BB","12","b","01",,"Instrument/place of corporal punishment"
"2720","BB","12","c",,,"Capital punishment"
"2721","BB","12","c","01",,"Hanging"
"2722","BB","12","d",,,"Torture"
"2723","BB","12","d","01",,"Instrument/place of torture"
"2724","BB","12","e",,,"Imprisonment"
"2725","BB","12","e","01",,"Prison"
"2726","BB","12","e","02",,"Prisoner"
"2727","BB","12","f",,,"Outlawry"
"2728","BB","12","g",,,"Public/popular punishments"
"2729","BB","12","h",,,"Fine"
"2730","BC",,,,,"Law"
"2731","BC","01",,,,"Written laws"
"2732","BC","02",,,,"Legislation"
"2733","BC","02","a",,,"Legislator"
"2734","BC","03",,,,"Jurisprudence"
"2735","BC","04",,,,"Study of law"
"2736","BC","05",,,,"Legal profession"
"2737","BC","05","a",,,"Lawyer"
"2738","BC","05","b",,,"Lawyer's client"
"2739","BC","06",,,,"Rule of law"
"2740","BC","06","a",,,"Illegality"
"2741","BC","06","b",,,"Lawlessness"
"2742","BC","07",,,,"Law enforcement"
"2743","BC","07","a",,,"Police force/the police"
"2744","BC","07","a","01",,"Political police"
"2745","BC","07","b",,,"Law-enforcement/peace-officer"
"2746","BC","07","c",,,"Investigation of crime"
"2747","BC","08",,,,"Legal power"
"2748","BC","09",,,,"Administration of justice"
"2749","BC","09","a",,,"Judicial body/assembly/court"
"2750","BC","09","a","01",,"A/the session of a court"
"2751","BC","09","a","02",,"Place where court is held"
"2752","BC","09","b",,,"One who administers justice"
"2753","BC","09","b","01",,"Judge"
"2754","BC","09","b","02",,"Jury"
"2755","BC","09","b","03",,"An officer of the court"
"2756","BC","09","c",,,"Court papers"
"2757","BC","09","d",,,"Process/writ/warrant/order"
"2758","BC","09","e",,,"General proceedings"
"2759","BC","09","e","01",,"Legal seizure/recovery of property"
"2760","BC","09","e","02",,"Arrest"
"2761","BC","09","e","03",,"Accusation/allegation/indictment"
"2762","BC","09","e","04",,"Bailing/bail"
"2763","BC","09","f",,,"Court proceedings/procedure"
"2764","BC","09","f","01",,"Action of courts in claims/grievances"
"2765","BC","09","f","02",,"Pleading"
"2766","BC","09","f","03",,"Evidence"
"2767","BC","09","f","04",,"Trying/hearing of cause"
"2768","BC","09","f","05",,"Judging"
"2769","BC","10",,,,"Legal capacity"
"2770","BC","11",,,,"Legal concepts"
"2771","BC","12",,,,"Legal right"
"2772","BC","12","a",,,"Right of specific class/person/place"
"2773","BC","12","b",,,"Right of possession/ownership"
"2774","BC","12","b","01",,"Tenure of property"
"2775","BC","12","b","02",,"Eviction from property"
"2776","BC","12","b","03",,"Right to succeed to title/position/estate"
"2777","BC","12","b","04",,"Succession"
"2778","BC","12","c",,,"Rights to do/use something"
"2779","BC","12","d",,,"Withdrawal/loss of legal rights"
"2780","BC","12","e",,,"Resumption/restoration of rights"
"2781","BC","13",,,,"Legal obligation"
"2782","BC","13","a",,,"Bond/recognizance"
"2783","BC","13","b",,,"Contract"
"2784","BC","14",,,,"Legal possession"
"2785","BC","15",,,,"Transfer of property"
"2786","BC","15","a",,,"Charter/deed conveying property"
"2787","BC","15","b",,,"Last will and testament"
"2788","BC","15","c",,,"Settlement of property"
"2789","BC","16",,,,"Legal document"
"2790","BD",,,,,"Morality"
"2791","BD","01",,,,"Duty/obligation"
"2792","BD","01","a",,,"Responsibility"
"2793","BD","01","b",,,"Moral or legal constraint"
"2794","BD","01","b","01",,"Immunity/exemption from liability"
"2795","BD","01","b","01","a","Excuse"
"2796","BD","01","b","01","b","Justification"
"2797","BD","01","b","01","c","Forgiveness"
"2798","BD","01","b","01","d","Impunity"
"2799","BD","01","c",,,"Recognition of duty"
"2800","BD","01","c","01",,"Faithfulness/trustworthiness"
"2801","BD","01","c","01","a","Fidelity/loyalty"
"2802","BD","01","c","02",,"Undutifulness"
"2803","BD","01","c","02","a","Unfaithfulness"
"2804","BD","01","c","02","b","Disloyalty"
"2805","BD","01","c","02","c","Treachery"
"2806","BD","01","c","02","d","Betrayal"
"2807","BD","02",,,,"Dueness/propriety"
"2808","BD","02","a",,,"Impropriety/quality of being morally unfitting"
"2809","BD","03",,,,"Rightness/justice"
"2810","BD","03","a",,,"Wrong/injustice"
"2811","BD","04",,,,"Virtue"
"2812","BD","04","a",,,"Morally elevated quality"
"2813","BD","04","a","01",,"Unselfishness"
"2814","BD","04","b",,,"Absence of moral flaw"
"2815","BD","04","c",,,"Righteousness/rectitude"
"2816","BD","04","c","01",,"Reform/amendment/correction"
"2817","BD","04","c","01","a","Repentance/contrition"
"2818","BD","04","c","01","b","Atonement"
"2819","BD","04","d",,,"Probity/honesty/uprightness"
"2820","BD","04","d","01",,"Honourableness"
"2821","BD","04","e",,,"Purity"
"2822","BD","04","e","01",,"Chastity"
"2823","BD","04","e","01","a","Modesty/decency"
"2824","BD","04","e","02",,"Innocence"
"2825","BD","05",,,,"Moral evil"
"2826","BD","05","a",,,"Moral/spiritual degeneration/degeneracy"
"2827","BD","05","a","01",,"Degrading/impairing morally"
"2828","BD","05","b",,,"Evil nature/character"
"2829","BD","05","b","01",,"Lack of magnanimity/noble-mindedness"
"2830","BD","05","b","01","a","Self-interest"
"2831","BD","05","c",,,"Wrong conduct"
"2832","BD","05","c","01",,"Evil-doing/wrong-doing"
"2833","BD","05","d",,,"Wickedness"
"2834","BD","05","d","01",,"Roguery/knavery/rascalry"
"2835","BD","05","e",,,"Lack of principle/integrity"
"2836","BD","05","f",,,"Guilt"
"2837","BD","05","g",,,"Licentiousness"
"2838","BD","05","g","01",,"Profligacy/dissoluteness/debauchery"
"2839","BD","05","g","02",,"Unchastity"
"2840","BD","05","g","02","a","Lasciviousness/lust"
"2841","BD","05","g","02","b","Loss of chastity"
"2842","BD","05","g","02","c","Fornication/adultery/incest"
"2843","BD","05","g","02","d","Prostitution"
"2844","BD","05","g","03",,"Moral/spiritual impurity"
"2845","BD","05","g","03","a","Indecency"
"2846","BE",,,,,"Education"
"2847","BE","01",,,,"Upbringing"
"2848","BE","02",,,,"Teaching"
"2849","BE","02","a",,,"Systematic/formal teaching"
"2850","BE","02","b",,,"Training"
"2851","BE","02","c",,,"Instilling ideas"
"2852","BE","02","d",,,"Means of teaching"
"2853","BE","02","e",,,"Teacher"
"2854","BE","02","e","01",,"School-teacher/schoolmaster"
"2855","BE","02","e","02",,"University/college teacher"
"2856","BE","03",,,,"Learning"
"2857","BE","03","a",,,"Study"
"2858","BE","03","a","01",,"Subject/object of study"
"2859","BE","03","b",,,"Learner"
"2860","BE","03","b","01",,"Qualities of learners"
"2861","BE","03","b","02",,"One attending school"
"2862","BE","03","b","03",,"College/university student"
"2863","BE","04",,,,"Member of university"
"2864","BE","05",,,,"Educational administration"
"2865","BE","05","a",,,"School administration"
"2866","BE","05","b",,,"University administration"
"2867","BE","05","b","01",,"Taking degree/graduation"
"2868","BE","05","c",,,"Examination"
"2869","BE","06",,,,"Place of education"
"2870","BE","06","a",,,"School"
"2871","BE","06","b",,,"College/university"
"2872","BE","06","c",,,"Educational buildings"
"2873","BF",,,,,"Faith"
"2874","BF","01",,,,"Creed"
"2875","BF","02",,,,"Doctrine"
"2876","BF","03",,,,"Religion"
"2877","BF","03","a",,,"A religion/church"
"2878","BF","04",,,,"Theism"
"2879","BF","04","a",,,"Belief in God"
"2880","BF","04","b",,,"Paganism"
"2881","BF","04","c",,,"Atheism"
"2882","BF","05",,,,"Orthodoxy"
"2883","BF","06",,,,"Heterodoxy"
"2884","BF","07",,,,"Free-thought"
"2885","BF","08",,,,"Superstition"
"2886","BF","09",,,,"Heresy"
"2887","BF","09","a",,,"Search for heresy"
"2888","BF","10",,,,"Conformity"
"2889","BF","11",,,,"Nonconformity"
"2890","BF","11","a",,,"Recusancy"
"2891","BF","12",,,,"Apostasy"
"2892","BF","13",,,,"Sectarianism"
"2893","BF","13","a",,,"Bigotry"
"2894","BF","13","b",,,"Schism"
"2895","BF","14",,,,"Catholicity"
"2896","BF","15",,,,"Bible, scripture"
"2897","BF","15","a",,,"Text"
"2898","BF","15","b",,,"Old/new testament"
"2899","BF","15","b","01",,"Old Testament"
"2900","BF","15","b","02",,"Apocrypha"
"2901","BF","15","b","03",,"New Testament"
"2902","BF","15","c",,,"Biblical personages"
"2903","BF","15","c","01",,"Apostle"
"2904","BF","15","c","02",,"Disciple"
"2905","BF","15","d",,,"Biblical events"
"2906","BF","15","d","01",,"Second coming"
"2907","BF","15","e",,,"Hebrew scripture"
"2908","BF","15","f",,,"Non-Judaeo-Christian Scriptures"
"2909","BF","16",,,,"Patristics, Church Fathers"
"2910","BF","17",,,,"Religious law(s)"
"2911","BF","17","a",,,"Canon Law"
"2912","BF","17","b",,,"Jewish Law"
"2913","BF","17","b","01",,"Talmudic scholar, rabbi"
"2914","BF","17","c",,,"Islamic Law"
"2915","BF","18",,,,"Theology"
"2916","BF","18","a",,,"Theologian"
"2917","BF","18","b",,,"Systems of theology"
"2918","BF","18","c",,,"Branches of theology"
"2919","BF","19",,,,"Holiness"
"2920","BF","19","a",,,"Saint"
"2921","BF","19","a","01",,"Canonization"
"2922","BF","19","a","02",,"Discanonization"
"2923","BF","19","b",,,"Consecration"
"2924","BF","19","b","01",,"Blessing"
"2925","BF","19","c",,,"Unholiness"
"2926","BF","20",,,,"Piety"
"2927","BF","20","a",,,"Asceticism/mortification"
"2928","BF","20","b",,,"Sanctimoniousness"
"2929","BF","20","c",,,"Impiety"
"2930","BF","21",,,,"Spirituality"
"2931","BF","21","a",,,"Soul"
"2932","BF","21","a","01",,"Transmigration, reincarnation"
"2933","BF","21","a","02",,"Regeneration"
"2934","BF","21","a","03",,"Doctrines concerning the soul"
"2935","BF","21","b",,,"Unspirituality"
"2936","BF","21","c",,,"Contemplation, self-examination"
"2937","BF","21","d",,,"Rapture"
"2938","BF","21","e",,,"Mysticism"
"2939","BF","21","e","01",,"A mystery"
"2940","BF","21","f",,,"Divine inspiration/revelation"
"2941","BF","21","f","01",,"Prophecy, vision"
"2942","BF","21","g",,,"Grace"
"2943","BF","21","g","01",,"Righteousness"
"2944","BF","21","h",,,"Sin"
"2945","BF","21","h","01",,"Contrition"
"2946","BF","21","h","02",,"Atonement"
"2947","BF","21","i",,,"Salvation, redemption"
"2948","BF","21","j",,,"Reprobation"
"2949","BF","22",,,,"Sect"
"2950","BF","22","a",,,"Judaism"
"2951","BF","22","a","01",,"Gentile"
"2952","BF","22","b",,,"Christianity"
"2953","BF","22","b","01",,"Person"
"2954","BF","22","b","02",,"Conversion to Christianity"
"2955","BF","22","b","03",,"Lack of Christianity"
"2956","BF","22","b","04",,"Opposition to Christianity"
"2957","BF","22","b","05",,"Major early Christian sects"
"2958","BF","22","b","06",,"Greek orthodoxy"
"2959","BF","22","b","07",,"Roman Catholicism"
"2960","BF","22","b","07","a","Conversion to Catholicism"
"2961","BF","22","b","07","b","Anti-catholic"
"2962","BF","22","b","08",,"Protestantism"
"2963","BF","22","b","08","a","Conversion to Protestantism"
"2964","BF","22","b","08","b","Reformation"
"2965","BF","22","b","08","c","Anglicanism"
"2966","BF","22","b","08","d","Baptists"
"2967","BF","22","b","08","e","Calvinism"
"2968","BF","22","b","08","f","Lutheranism"
"2969","BF","22","b","08","g","Methodism"
"2970","BF","22","b","08","h","Mormonism"
"2971","BF","22","b","08","i","Presbyterianism"
"2972","BF","22","b","08","j","Puritanism"
"2973","BF","22","b","08","k","Quakerism"
"2974","BF","22","b","08","l","Unitarianism"
"2975","BF","22","c",,,"Non-Judaeo-Christian religions"
"2976","BF","22","c","01",,"Buddhism"
"2977","BF","22","c","02",,"Confucianism"
"2978","BF","22","c","03",,"Hinduism"
"2979","BF","22","c","04",,"Islam"
"2980","BF","23",,,,"Church government"
"2981","BF","23","a",,,"Ecclesiastical authority"
"2982","BF","23","b",,,"Ecclesiastical discipline"
"2983","BF","23","b","01",,"Papal court (Curia)"
"2984","BF","23","b","02",,"Papal court (Inquisition)"
"2985","BF","23","c",,,"Council"
"2986","BF","23","c","01",,"Chapter"
"2987","BF","23","c","01","a","Member of chapter"
"2988","BF","23","d",,,"Clergyman"
"2989","BF","23","d","01",,"Pope"
"2990","BF","23","d","01","a","Antipope"
"2991","BF","23","d","01","b","Offices/officials"
"2992","BF","23","d","01","c","Papal documents"
"2993","BF","23","d","02",,"Cardinal"
"2994","BF","23","d","03",,"Archbishop"
"2995","BF","23","d","04",,"Bishop"
"2996","BF","23","d","05",,"Priest"
"2997","BF","23","d","06",,"Rector"
"2998","BF","23","d","07",,"Parson"
"2999","BF","23","d","08",,"Pastor"
"3000","BF","23","d","09",,"Vicar"
"3001","BF","23","d","10",,"Chaplain"
"3002","BF","23","d","11",,"Preacher"
"3003","BF","23","d","12",,"Acolyte"
"3004","BF","23","e",,,"Religious"
"3005","BF","23","e","01",,"Religious superior"
"3006","BF","23","e","02",,"Monk"
"3007","BF","23","e","03",,"Nun"
"3008","BF","23","e","04",,"Friar"
"3009","BF","23","e","05",,"Religious order"
"3010","BF","23","e","05","a","Religio-military religious"
"3011","BF","23","f",,,"Laity"
"3012","BF","23","f","01",,"Congregation"
"3013","BF","23","f","02",,"Lay functionaries"
"3014","BF","24",,,,"Worship"
"3015","BF","24","a",,,"Kinds of worship"
"3016","BF","24","b",,,"Observance, ritual"
"3017","BF","24","b","01",,"Meeting for observance"
"3018","BF","24","b","02",,"Rule, rubric"
"3019","BF","24","c",,,"Parts of service"
"3020","BF","24","c","01",,"Homily"
"3021","BF","24","c","02",,"Canon"
